# written by /home/mroughan/Reports/Networking/Topology/Waxman/Matlab/Estimation/G.m (Matlab version 0.03)
# written on 01-Jun-2016
# 
# parameters 
#    region = unit square
# format:   s,   G(s)
 5.064,  0.140809
 5.065,  0.140770
 5.066,  0.140730
 5.067,  0.140691
 5.068,  0.140652
 5.069,  0.140613
 5.070,  0.140574
 5.071,  0.140534
 5.072,  0.140495
 5.073,  0.140456
 5.074,  0.140417
 5.075,  0.140378
 5.076,  0.140339
 5.077,  0.140300
 5.078,  0.140261
 5.079,  0.140222
 5.080,  0.140183
 5.081,  0.140144
 5.082,  0.140105
 5.083,  0.140066
 5.084,  0.140027
 5.085,  0.139988
 5.086,  0.139949
 5.087,  0.139910
 5.088,  0.139871
 5.089,  0.139832
 5.090,  0.139793
 5.091,  0.139754
 5.092,  0.139716
 5.093,  0.139677
 5.094,  0.139638
 5.095,  0.139599
 5.096,  0.139560
 5.097,  0.139522
 5.098,  0.139483
 5.099,  0.139444
 5.100,  0.139405
 5.101,  0.139367
 5.102,  0.139328
 5.103,  0.139289
 5.104,  0.139251
 5.105,  0.139212
 5.106,  0.139173
 5.107,  0.139135
 5.108,  0.139096
 5.109,  0.139058
 5.110,  0.139019
 5.111,  0.138980
 5.112,  0.138942
 5.113,  0.138903
 5.114,  0.138865
 5.115,  0.138826
 5.116,  0.138788
 5.117,  0.138749
 5.118,  0.138711
 5.119,  0.138672
 5.120,  0.138634
 5.121,  0.138596
 5.122,  0.138557
 5.123,  0.138519
 5.124,  0.138481
 5.125,  0.138442
 5.126,  0.138404
 5.127,  0.138366
 5.128,  0.138327
 5.129,  0.138289
 5.130,  0.138251
 5.131,  0.138212
 5.132,  0.138174
 5.133,  0.138136
 5.134,  0.138098
 5.135,  0.138060
 5.136,  0.138021
 5.137,  0.137983
 5.138,  0.137945
 5.139,  0.137907
 5.140,  0.137869
 5.141,  0.137831
 5.142,  0.137793
 5.143,  0.137755
 5.144,  0.137716
 5.145,  0.137678
 5.146,  0.137640
 5.147,  0.137602
 5.148,  0.137564
 5.149,  0.137526
 5.150,  0.137488
 5.151,  0.137450
 5.152,  0.137413
 5.153,  0.137375
 5.154,  0.137337
 5.155,  0.137299
 5.156,  0.137261
 5.157,  0.137223
 5.158,  0.137185
 5.159,  0.137147
 5.160,  0.137110
 5.161,  0.137072
 5.162,  0.137034
 5.163,  0.136996
 5.164,  0.136958
 5.165,  0.136921
 5.166,  0.136883
 5.167,  0.136845
 5.168,  0.136808
 5.169,  0.136770
 5.170,  0.136732
 5.171,  0.136694
 5.172,  0.136657
 5.173,  0.136619
 5.174,  0.136582
 5.175,  0.136544
 5.176,  0.136506
 5.177,  0.136469
 5.178,  0.136431
 5.179,  0.136394
 5.180,  0.136356
 5.181,  0.136319
 5.182,  0.136281
 5.183,  0.136244
 5.184,  0.136206
 5.185,  0.136169
 5.186,  0.136131
 5.187,  0.136094
 5.188,  0.136057
 5.189,  0.136019
 5.190,  0.135982
 5.191,  0.135944
 5.192,  0.135907
 5.193,  0.135870
 5.194,  0.135832
 5.195,  0.135795
 5.196,  0.135758
 5.197,  0.135720
 5.198,  0.135683
 5.199,  0.135646
 5.200,  0.135609
 5.201,  0.135571
 5.202,  0.135534
 5.203,  0.135497
 5.204,  0.135460
 5.205,  0.135423
 5.206,  0.135386
 5.207,  0.135348
 5.208,  0.135311
 5.209,  0.135274
 5.210,  0.135237
 5.211,  0.135200
 5.212,  0.135163
 5.213,  0.135126
 5.214,  0.135089
 5.215,  0.135052
 5.216,  0.135015
 5.217,  0.134978
 5.218,  0.134941
 5.219,  0.134904
 5.220,  0.134867
 5.221,  0.134830
 5.222,  0.134793
 5.223,  0.134756
 5.224,  0.134719
 5.225,  0.134682
 5.226,  0.134646
 5.227,  0.134609
 5.228,  0.134572
 5.229,  0.134535
 5.230,  0.134498
 5.231,  0.134462
 5.232,  0.134425
 5.233,  0.134388
 5.234,  0.134351
 5.235,  0.134314
 5.236,  0.134278
 5.237,  0.134241
 5.238,  0.134204
 5.239,  0.134168
 5.240,  0.134131
 5.241,  0.134094
 5.242,  0.134058
 5.243,  0.134021
 5.244,  0.133985
 5.245,  0.133948
 5.246,  0.133911
 5.247,  0.133875
 5.248,  0.133838
 5.249,  0.133802
 5.250,  0.133765
 5.251,  0.133729
 5.252,  0.133692
 5.253,  0.133656
 5.254,  0.133619
 5.255,  0.133583
 5.256,  0.133546
 5.257,  0.133510
 5.258,  0.133474
 5.259,  0.133437
 5.260,  0.133401
 5.261,  0.133364
 5.262,  0.133328
 5.263,  0.133292
 5.264,  0.133255
 5.265,  0.133219
 5.266,  0.133183
 5.267,  0.133146
 5.268,  0.133110
 5.269,  0.133074
 5.270,  0.133038
 5.271,  0.133002
 5.272,  0.132965
 5.273,  0.132929
 5.274,  0.132893
 5.275,  0.132857
 5.276,  0.132821
 5.277,  0.132784
 5.278,  0.132748
 5.279,  0.132712
 5.280,  0.132676
 5.281,  0.132640
 5.282,  0.132604
 5.283,  0.132568
 5.284,  0.132532
 5.285,  0.132496
 5.286,  0.132460
 5.287,  0.132424
 5.288,  0.132388
 5.289,  0.132352
 5.290,  0.132316
 5.291,  0.132280
 5.292,  0.132244
 5.293,  0.132208
 5.294,  0.132172
 5.295,  0.132136
 5.296,  0.132100
 5.297,  0.132065
 5.298,  0.132029
 5.299,  0.131993
 5.300,  0.131957
 5.301,  0.131921
 5.302,  0.131885
 5.303,  0.131850
 5.304,  0.131814
 5.305,  0.131778
 5.306,  0.131742
 5.307,  0.131707
 5.308,  0.131671
 5.309,  0.131635
 5.310,  0.131600
 5.311,  0.131564
 5.312,  0.131528
 5.313,  0.131493
 5.314,  0.131457
 5.315,  0.131421
 5.316,  0.131386
 5.317,  0.131350
 5.318,  0.131315
 5.319,  0.131279
 5.320,  0.131243
 5.321,  0.131208
 5.322,  0.131172
 5.323,  0.131137
 5.324,  0.131101
 5.325,  0.131066
 5.326,  0.131030
 5.327,  0.130995
 5.328,  0.130960
 5.329,  0.130924
 5.330,  0.130889
 5.331,  0.130853
 5.332,  0.130818
 5.333,  0.130783
 5.334,  0.130747
 5.335,  0.130712
 5.336,  0.130677
 5.337,  0.130641
 5.338,  0.130606
 5.339,  0.130571
 5.340,  0.130535
 5.341,  0.130500
 5.342,  0.130465
 5.343,  0.130430
 5.344,  0.130394
 5.345,  0.130359
 5.346,  0.130324
 5.347,  0.130289
 5.348,  0.130254
 5.349,  0.130219
 5.350,  0.130183
 5.351,  0.130148
 5.352,  0.130113
 5.353,  0.130078
 5.354,  0.130043
 5.355,  0.130008
 5.356,  0.129973
 5.357,  0.129938
 5.358,  0.129903
 5.359,  0.129868
 5.360,  0.129833
 5.361,  0.129798
 5.362,  0.129763
 5.363,  0.129728
 5.364,  0.129693
 5.365,  0.129658
 5.366,  0.129623
 5.367,  0.129588
 5.368,  0.129553
 5.369,  0.129518
 5.370,  0.129483
 5.371,  0.129449
 5.372,  0.129414
 5.373,  0.129379
 5.374,  0.129344
 5.375,  0.129309
 5.376,  0.129274
 5.377,  0.129240
 5.378,  0.129205
 5.379,  0.129170
 5.380,  0.129135
 5.381,  0.129101
 5.382,  0.129066
 5.383,  0.129031
 5.384,  0.128997
 5.385,  0.128962
 5.386,  0.128927
 5.387,  0.128893
 5.388,  0.128858
 5.389,  0.128823
 5.390,  0.128789
 5.391,  0.128754
 5.392,  0.128720
 5.393,  0.128685
 5.394,  0.128650
 5.395,  0.128616
 5.396,  0.128581
 5.397,  0.128547
 5.398,  0.128512
 5.399,  0.128478
 5.400,  0.128443
 5.401,  0.128409
 5.402,  0.128375
 5.403,  0.128340
 5.404,  0.128306
 5.405,  0.128271
 5.406,  0.128237
 5.407,  0.128203
 5.408,  0.128168
 5.409,  0.128134
 5.410,  0.128099
 5.411,  0.128065
 5.412,  0.128031
 5.413,  0.127996
 5.414,  0.127962
 5.415,  0.127928
 5.416,  0.127894
 5.417,  0.127859
 5.418,  0.127825
 5.419,  0.127791
 5.420,  0.127757
 5.421,  0.127723
 5.422,  0.127688
 5.423,  0.127654
 5.424,  0.127620
 5.425,  0.127586
 5.426,  0.127552
 5.427,  0.127518
 5.428,  0.127484
 5.429,  0.127449
 5.430,  0.127415
 5.431,  0.127381
 5.432,  0.127347
 5.433,  0.127313
 5.434,  0.127279
 5.435,  0.127245
 5.436,  0.127211
 5.437,  0.127177
 5.438,  0.127143
 5.439,  0.127109
 5.440,  0.127075
 5.441,  0.127041
 5.442,  0.127007
 5.443,  0.126973
 5.444,  0.126940
 5.445,  0.126906
 5.446,  0.126872
 5.447,  0.126838
 5.448,  0.126804
 5.449,  0.126770
 5.450,  0.126736
 5.451,  0.126703
 5.452,  0.126669
 5.453,  0.126635
 5.454,  0.126601
 5.455,  0.126567
 5.456,  0.126534
 5.457,  0.126500
 5.458,  0.126466
 5.459,  0.126433
 5.460,  0.126399
 5.461,  0.126365
 5.462,  0.126332
 5.463,  0.126298
 5.464,  0.126264
 5.465,  0.126231
 5.466,  0.126197
 5.467,  0.126163
 5.468,  0.126130
 5.469,  0.126096
 5.470,  0.126063
 5.471,  0.126029
 5.472,  0.125996
 5.473,  0.125962
 5.474,  0.125928
 5.475,  0.125895
 5.476,  0.125861
 5.477,  0.125828
 5.478,  0.125795
 5.479,  0.125761
 5.480,  0.125728
 5.481,  0.125694
 5.482,  0.125661
 5.483,  0.125627
 5.484,  0.125594
 5.485,  0.125561
 5.486,  0.125527
 5.487,  0.125494
 5.488,  0.125461
 5.489,  0.125427
 5.490,  0.125394
 5.491,  0.125361
 5.492,  0.125327
 5.493,  0.125294
 5.494,  0.125261
 5.495,  0.125228
 5.496,  0.125194
 5.497,  0.125161
 5.498,  0.125128
 5.499,  0.125095
 5.500,  0.125061
 5.501,  0.125028
 5.502,  0.124995
 5.503,  0.124962
 5.504,  0.124929
 5.505,  0.124896
 5.506,  0.124863
 5.507,  0.124829
 5.508,  0.124796
 5.509,  0.124763
 5.510,  0.124730
 5.511,  0.124697
 5.512,  0.124664
 5.513,  0.124631
 5.514,  0.124598
 5.515,  0.124565
 5.516,  0.124532
 5.517,  0.124499
 5.518,  0.124466
 5.519,  0.124433
 5.520,  0.124400
 5.521,  0.124367
 5.522,  0.124334
 5.523,  0.124302
 5.524,  0.124269
 5.525,  0.124236
 5.526,  0.124203
 5.527,  0.124170
 5.528,  0.124137
 5.529,  0.124104
 5.530,  0.124072
 5.531,  0.124039
 5.532,  0.124006
 5.533,  0.123973
 5.534,  0.123940
 5.535,  0.123908
 5.536,  0.123875
 5.537,  0.123842
 5.538,  0.123810
 5.539,  0.123777
 5.540,  0.123744
 5.541,  0.123711
 5.542,  0.123679
 5.543,  0.123646
 5.544,  0.123613
 5.545,  0.123581
 5.546,  0.123548
 5.547,  0.123516
 5.548,  0.123483
 5.549,  0.123450
 5.550,  0.123418
 5.551,  0.123385
 5.552,  0.123353
 5.553,  0.123320
 5.554,  0.123288
 5.555,  0.123255
 5.556,  0.123223
 5.557,  0.123190
 5.558,  0.123158
 5.559,  0.123125
 5.560,  0.123093
 5.561,  0.123060
 5.562,  0.123028
 5.563,  0.122996
 5.564,  0.122963
 5.565,  0.122931
 5.566,  0.122898
 5.567,  0.122866
 5.568,  0.122834
 5.569,  0.122801
 5.570,  0.122769
 5.571,  0.122737
 5.572,  0.122704
 5.573,  0.122672
 5.574,  0.122640
 5.575,  0.122608
 5.576,  0.122575
 5.577,  0.122543
 5.578,  0.122511
 5.579,  0.122479
 5.580,  0.122446
 5.581,  0.122414
 5.582,  0.122382
 5.583,  0.122350
 5.584,  0.122318
 5.585,  0.122286
 5.586,  0.122254
 5.587,  0.122221
 5.588,  0.122189
 5.589,  0.122157
 5.590,  0.122125
 5.591,  0.122093
 5.592,  0.122061
 5.593,  0.122029
 5.594,  0.121997
 5.595,  0.121965
 5.596,  0.121933
 5.597,  0.121901
 5.598,  0.121869
 5.599,  0.121837
 5.600,  0.121805
 5.601,  0.121773
 5.602,  0.121741
 5.603,  0.121709
 5.604,  0.121677
 5.605,  0.121645
 5.606,  0.121613
 5.607,  0.121582
 5.608,  0.121550
 5.609,  0.121518
 5.610,  0.121486
 5.611,  0.121454
 5.612,  0.121422
 5.613,  0.121390
 5.614,  0.121359
 5.615,  0.121327
 5.616,  0.121295
 5.617,  0.121263
 5.618,  0.121232
 5.619,  0.121200
 5.620,  0.121168
 5.621,  0.121136
 5.622,  0.121105
 5.623,  0.121073
 5.624,  0.121041
 5.625,  0.121010
 5.626,  0.120978
 5.627,  0.120946
 5.628,  0.120915
 5.629,  0.120883
 5.630,  0.120852
 5.631,  0.120820
 5.632,  0.120788
 5.633,  0.120757
 5.634,  0.120725
 5.635,  0.120694
 5.636,  0.120662
 5.637,  0.120631
 5.638,  0.120599
 5.639,  0.120568
 5.640,  0.120536
 5.641,  0.120505
 5.642,  0.120473
 5.643,  0.120442
 5.644,  0.120410
 5.645,  0.120379
 5.646,  0.120347
 5.647,  0.120316
 5.648,  0.120285
 5.649,  0.120253
 5.650,  0.120222
 5.651,  0.120191
 5.652,  0.120159
 5.653,  0.120128
 5.654,  0.120097
 5.655,  0.120065
 5.656,  0.120034
 5.657,  0.120003
 5.658,  0.119971
 5.659,  0.119940
 5.660,  0.119909
 5.661,  0.119878
 5.662,  0.119846
 5.663,  0.119815
 5.664,  0.119784
 5.665,  0.119753
 5.666,  0.119722
 5.667,  0.119690
 5.668,  0.119659
 5.669,  0.119628
 5.670,  0.119597
 5.671,  0.119566
 5.672,  0.119535
 5.673,  0.119504
 5.674,  0.119472
 5.675,  0.119441
 5.676,  0.119410
 5.677,  0.119379
 5.678,  0.119348
 5.679,  0.119317
 5.680,  0.119286
 5.681,  0.119255
 5.682,  0.119224
 5.683,  0.119193
 5.684,  0.119162
 5.685,  0.119131
 5.686,  0.119100
 5.687,  0.119069
 5.688,  0.119038
 5.689,  0.119007
 5.690,  0.118977
 5.691,  0.118946
 5.692,  0.118915
 5.693,  0.118884
 5.694,  0.118853
 5.695,  0.118822
 5.696,  0.118791
 5.697,  0.118760
 5.698,  0.118730
 5.699,  0.118699
 5.700,  0.118668
 5.701,  0.118637
 5.702,  0.118606
 5.703,  0.118576
 5.704,  0.118545
 5.705,  0.118514
 5.706,  0.118484
 5.707,  0.118453
 5.708,  0.118422
 5.709,  0.118391
 5.710,  0.118361
 5.711,  0.118330
 5.712,  0.118299
 5.713,  0.118269
 5.714,  0.118238
 5.715,  0.118207
 5.716,  0.118177
 5.717,  0.118146
 5.718,  0.118116
 5.719,  0.118085
 5.720,  0.118055
 5.721,  0.118024
 5.722,  0.117993
 5.723,  0.117963
 5.724,  0.117932
 5.725,  0.117902
 5.726,  0.117871
 5.727,  0.117841
 5.728,  0.117810
 5.729,  0.117780
 5.730,  0.117749
 5.731,  0.117719
 5.732,  0.117689
 5.733,  0.117658
 5.734,  0.117628
 5.735,  0.117597
 5.736,  0.117567
 5.737,  0.117537
 5.738,  0.117506
 5.739,  0.117476
 5.740,  0.117446
 5.741,  0.117415
 5.742,  0.117385
 5.743,  0.117355
 5.744,  0.117324
 5.745,  0.117294
 5.746,  0.117264
 5.747,  0.117233
 5.748,  0.117203
 5.749,  0.117173
 5.750,  0.117143
 5.751,  0.117113
 5.752,  0.117082
 5.753,  0.117052
 5.754,  0.117022
 5.755,  0.116992
 5.756,  0.116962
 5.757,  0.116931
 5.758,  0.116901
 5.759,  0.116871
 5.760,  0.116841
 5.761,  0.116811
 5.762,  0.116781
 5.763,  0.116751
 5.764,  0.116721
 5.765,  0.116691
 5.766,  0.116661
 5.767,  0.116631
 5.768,  0.116600
 5.769,  0.116570
 5.770,  0.116540
 5.771,  0.116510
 5.772,  0.116480
 5.773,  0.116450
 5.774,  0.116421
 5.775,  0.116391
 5.776,  0.116361
 5.777,  0.116331
 5.778,  0.116301
 5.779,  0.116271
 5.780,  0.116241
 5.781,  0.116211
 5.782,  0.116181
 5.783,  0.116151
 5.784,  0.116121
 5.785,  0.116092
 5.786,  0.116062
 5.787,  0.116032
 5.788,  0.116002
 5.789,  0.115972
 5.790,  0.115943
 5.791,  0.115913
 5.792,  0.115883
 5.793,  0.115853
 5.794,  0.115824
 5.795,  0.115794
 5.796,  0.115764
 5.797,  0.115734
 5.798,  0.115705
 5.799,  0.115675
 5.800,  0.115645
 5.801,  0.115616
 5.802,  0.115586
 5.803,  0.115556
 5.804,  0.115527
 5.805,  0.115497
 5.806,  0.115467
 5.807,  0.115438
 5.808,  0.115408
 5.809,  0.115379
 5.810,  0.115349
 5.811,  0.115320
 5.812,  0.115290
 5.813,  0.115260
 5.814,  0.115231
 5.815,  0.115201
 5.816,  0.115172
 5.817,  0.115142
 5.818,  0.115113
 5.819,  0.115083
 5.820,  0.115054
 5.821,  0.115025
 5.822,  0.114995
 5.823,  0.114966
 5.824,  0.114936
 5.825,  0.114907
 5.826,  0.114877
 5.827,  0.114848
 5.828,  0.114819
 5.829,  0.114789
 5.830,  0.114760
 5.831,  0.114731
 5.832,  0.114701
 5.833,  0.114672
 5.834,  0.114643
 5.835,  0.114613
 5.836,  0.114584
 5.837,  0.114555
 5.838,  0.114526
 5.839,  0.114496
 5.840,  0.114467
 5.841,  0.114438
 5.842,  0.114409
 5.843,  0.114379
 5.844,  0.114350
 5.845,  0.114321
 5.846,  0.114292
 5.847,  0.114263
 5.848,  0.114233
 5.849,  0.114204
 5.850,  0.114175
 5.851,  0.114146
 5.852,  0.114117
 5.853,  0.114088
 5.854,  0.114059
 5.855,  0.114030
 5.856,  0.114000
 5.857,  0.113971
 5.858,  0.113942
 5.859,  0.113913
 5.860,  0.113884
 5.861,  0.113855
 5.862,  0.113826
 5.863,  0.113797
 5.864,  0.113768
 5.865,  0.113739
 5.866,  0.113710
 5.867,  0.113681
 5.868,  0.113652
 5.869,  0.113623
 5.870,  0.113595
 5.871,  0.113566
 5.872,  0.113537
 5.873,  0.113508
 5.874,  0.113479
 5.875,  0.113450
 5.876,  0.113421
 5.877,  0.113392
 5.878,  0.113363
 5.879,  0.113335
 5.880,  0.113306
 5.881,  0.113277
 5.882,  0.113248
 5.883,  0.113219
 5.884,  0.113191
 5.885,  0.113162
 5.886,  0.113133
 5.887,  0.113104
 5.888,  0.113076
 5.889,  0.113047
 5.890,  0.113018
 5.891,  0.112989
 5.892,  0.112961
 5.893,  0.112932
 5.894,  0.112903
 5.895,  0.112875
 5.896,  0.112846
 5.897,  0.112817
 5.898,  0.112789
 5.899,  0.112760
 5.900,  0.112732
 5.901,  0.112703
 5.902,  0.112674
 5.903,  0.112646
 5.904,  0.112617
 5.905,  0.112589
 5.906,  0.112560
 5.907,  0.112532
 5.908,  0.112503
 5.909,  0.112474
 5.910,  0.112446
 5.911,  0.112417
 5.912,  0.112389
 5.913,  0.112360
 5.914,  0.112332
 5.915,  0.112304
 5.916,  0.112275
 5.917,  0.112247
 5.918,  0.112218
 5.919,  0.112190
 5.920,  0.112161
 5.921,  0.112133
 5.922,  0.112105
 5.923,  0.112076
 5.924,  0.112048
 5.925,  0.112020
 5.926,  0.111991
 5.927,  0.111963
 5.928,  0.111935
 5.929,  0.111906
 5.930,  0.111878
 5.931,  0.111850
 5.932,  0.111821
 5.933,  0.111793
 5.934,  0.111765
 5.935,  0.111737
 5.936,  0.111708
 5.937,  0.111680
 5.938,  0.111652
 5.939,  0.111624
 5.940,  0.111595
 5.941,  0.111567
 5.942,  0.111539
 5.943,  0.111511
 5.944,  0.111483
 5.945,  0.111455
 5.946,  0.111426
 5.947,  0.111398
 5.948,  0.111370
 5.949,  0.111342
 5.950,  0.111314
 5.951,  0.111286
 5.952,  0.111258
 5.953,  0.111230
 5.954,  0.111202
 5.955,  0.111174
 5.956,  0.111146
 5.957,  0.111118
 5.958,  0.111090
 5.959,  0.111062
 5.960,  0.111034
 5.961,  0.111006
 5.962,  0.110978
 5.963,  0.110950
 5.964,  0.110922
 5.965,  0.110894
 5.966,  0.110866
 5.967,  0.110838
 5.968,  0.110810
 5.969,  0.110782
 5.970,  0.110754
 5.971,  0.110726
 5.972,  0.110698
 5.973,  0.110670
 5.974,  0.110643
 5.975,  0.110615
 5.976,  0.110587
 5.977,  0.110559
 5.978,  0.110531
 5.979,  0.110503
 5.980,  0.110476
 5.981,  0.110448
 5.982,  0.110420
 5.983,  0.110392
 5.984,  0.110365
 5.985,  0.110337
 5.986,  0.110309
 5.987,  0.110281
 5.988,  0.110254
 5.989,  0.110226
 5.990,  0.110198
 5.991,  0.110171
 5.992,  0.110143
 5.993,  0.110115
 5.994,  0.110088
 5.995,  0.110060
 5.996,  0.110032
 5.997,  0.110005
 5.998,  0.109977
 5.999,  0.109949
 6.000,  0.109922
 6.001,  0.109894
 6.002,  0.109867
 6.003,  0.109839
 6.004,  0.109811
 6.005,  0.109784
 6.006,  0.109756
 6.007,  0.109729
 6.008,  0.109701
 6.009,  0.109674
 6.010,  0.109646
 6.011,  0.109619
 6.012,  0.109591
 6.013,  0.109564
 6.014,  0.109536
 6.015,  0.109509
 6.016,  0.109482
 6.017,  0.109454
 6.018,  0.109427
 6.019,  0.109399
 6.020,  0.109372
 6.021,  0.109345
 6.022,  0.109317
 6.023,  0.109290
 6.024,  0.109262
 6.025,  0.109235
 6.026,  0.109208
 6.027,  0.109180
 6.028,  0.109153
 6.029,  0.109126
 6.030,  0.109098
 6.031,  0.109071
 6.032,  0.109044
 6.033,  0.109017
 6.034,  0.108989
 6.035,  0.108962
 6.036,  0.108935
 6.037,  0.108908
 6.038,  0.108880
 6.039,  0.108853
 6.040,  0.108826
 6.041,  0.108799
 6.042,  0.108772
 6.043,  0.108744
 6.044,  0.108717
 6.045,  0.108690
 6.046,  0.108663
 6.047,  0.108636
 6.048,  0.108609
 6.049,  0.108582
 6.050,  0.108554
 6.051,  0.108527
 6.052,  0.108500
 6.053,  0.108473
 6.054,  0.108446
 6.055,  0.108419
 6.056,  0.108392
 6.057,  0.108365
 6.058,  0.108338
 6.059,  0.108311
 6.060,  0.108284
 6.061,  0.108257
 6.062,  0.108230
 6.063,  0.108203
 6.064,  0.108176
 6.065,  0.108149
 6.066,  0.108122
 6.067,  0.108095
 6.068,  0.108068
 6.069,  0.108041
 6.070,  0.108014
 6.071,  0.107987
 6.072,  0.107961
 6.073,  0.107934
 6.074,  0.107907
 6.075,  0.107880
 6.076,  0.107853
 6.077,  0.107826
 6.078,  0.107799
 6.079,  0.107773
 6.080,  0.107746
 6.081,  0.107719
 6.082,  0.107692
 6.083,  0.107665
 6.084,  0.107639
 6.085,  0.107612
 6.086,  0.107585
 6.087,  0.107558
 6.088,  0.107532
 6.089,  0.107505
 6.090,  0.107478
 6.091,  0.107451
 6.092,  0.107425
 6.093,  0.107398
 6.094,  0.107371
 6.095,  0.107345
 6.096,  0.107318
 6.097,  0.107291
 6.098,  0.107265
 6.099,  0.107238
 6.100,  0.107211
 6.101,  0.107185
 6.102,  0.107158
 6.103,  0.107132
 6.104,  0.107105
 6.105,  0.107078
 6.106,  0.107052
 6.107,  0.107025
 6.108,  0.106999
 6.109,  0.106972
 6.110,  0.106946
 6.111,  0.106919
 6.112,  0.106893
 6.113,  0.106866
 6.114,  0.106840
 6.115,  0.106813
 6.116,  0.106787
 6.117,  0.106760
 6.118,  0.106734
 6.119,  0.106707
 6.120,  0.106681
 6.121,  0.106654
 6.122,  0.106628
 6.123,  0.106602
 6.124,  0.106575
 6.125,  0.106549
 6.126,  0.106522
 6.127,  0.106496
 6.128,  0.106470
 6.129,  0.106443
 6.130,  0.106417
 6.131,  0.106391
 6.132,  0.106364
 6.133,  0.106338
 6.134,  0.106312
 6.135,  0.106285
 6.136,  0.106259
 6.137,  0.106233
 6.138,  0.106207
 6.139,  0.106180
 6.140,  0.106154
 6.141,  0.106128
 6.142,  0.106102
 6.143,  0.106075
 6.144,  0.106049
 6.145,  0.106023
 6.146,  0.105997
 6.147,  0.105971
 6.148,  0.105944
 6.149,  0.105918
 6.150,  0.105892
 6.151,  0.105866
 6.152,  0.105840
 6.153,  0.105814
 6.154,  0.105788
 6.155,  0.105761
 6.156,  0.105735
 6.157,  0.105709
 6.158,  0.105683
 6.159,  0.105657
 6.160,  0.105631
 6.161,  0.105605
 6.162,  0.105579
 6.163,  0.105553
 6.164,  0.105527
 6.165,  0.105501
 6.166,  0.105475
 6.167,  0.105449
 6.168,  0.105423
 6.169,  0.105397
 6.170,  0.105371
 6.171,  0.105345
 6.172,  0.105319
 6.173,  0.105293
 6.174,  0.105267
 6.175,  0.105241
 6.176,  0.105215
 6.177,  0.105189
 6.178,  0.105163
 6.179,  0.105138
 6.180,  0.105112
 6.181,  0.105086
 6.182,  0.105060
 6.183,  0.105034
 6.184,  0.105008
 6.185,  0.104982
 6.186,  0.104957
 6.187,  0.104931
 6.188,  0.104905
 6.189,  0.104879
 6.190,  0.104853
 6.191,  0.104828
 6.192,  0.104802
 6.193,  0.104776
 6.194,  0.104750
 6.195,  0.104725
 6.196,  0.104699
 6.197,  0.104673
 6.198,  0.104647
 6.199,  0.104622
 6.200,  0.104596
 6.201,  0.104570
 6.202,  0.104545
 6.203,  0.104519
 6.204,  0.104493
 6.205,  0.104468
 6.206,  0.104442
 6.207,  0.104416
 6.208,  0.104391
 6.209,  0.104365
 6.210,  0.104340
 6.211,  0.104314
 6.212,  0.104288
 6.213,  0.104263
 6.214,  0.104237
 6.215,  0.104212
 6.216,  0.104186
 6.217,  0.104161
 6.218,  0.104135
 6.219,  0.104109
 6.220,  0.104084
 6.221,  0.104058
 6.222,  0.104033
 6.223,  0.104007
 6.224,  0.103982
 6.225,  0.103957
 6.226,  0.103931
 6.227,  0.103906
 6.228,  0.103880
 6.229,  0.103855
 6.230,  0.103829
 6.231,  0.103804
 6.232,  0.103778
 6.233,  0.103753
 6.234,  0.103728
 6.235,  0.103702
 6.236,  0.103677
 6.237,  0.103652
 6.238,  0.103626
 6.239,  0.103601
 6.240,  0.103576
 6.241,  0.103550
 6.242,  0.103525
 6.243,  0.103500
 6.244,  0.103474
 6.245,  0.103449
 6.246,  0.103424
 6.247,  0.103398
 6.248,  0.103373
 6.249,  0.103348
 6.250,  0.103323
 6.251,  0.103297
 6.252,  0.103272
 6.253,  0.103247
 6.254,  0.103222
 6.255,  0.103197
 6.256,  0.103171
 6.257,  0.103146
 6.258,  0.103121
 6.259,  0.103096
 6.260,  0.103071
 6.261,  0.103045
 6.262,  0.103020
 6.263,  0.102995
 6.264,  0.102970
 6.265,  0.102945
 6.266,  0.102920
 6.267,  0.102895
 6.268,  0.102870
 6.269,  0.102845
 6.270,  0.102820
 6.271,  0.102794
 6.272,  0.102769
 6.273,  0.102744
 6.274,  0.102719
 6.275,  0.102694
 6.276,  0.102669
 6.277,  0.102644
 6.278,  0.102619
 6.279,  0.102594
 6.280,  0.102569
 6.281,  0.102544
 6.282,  0.102519
 6.283,  0.102494
 6.284,  0.102469
 6.285,  0.102444
 6.286,  0.102420
 6.287,  0.102395
 6.288,  0.102370
 6.289,  0.102345
 6.290,  0.102320
 6.291,  0.102295
 6.292,  0.102270
 6.293,  0.102245
 6.294,  0.102220
 6.295,  0.102196
 6.296,  0.102171
 6.297,  0.102146
 6.298,  0.102121
 6.299,  0.102096
 6.300,  0.102071
 6.301,  0.102047
 6.302,  0.102022
 6.303,  0.101997
 6.304,  0.101972
 6.305,  0.101947
 6.306,  0.101923
 6.307,  0.101898
 6.308,  0.101873
 6.309,  0.101849
 6.310,  0.101824
 6.311,  0.101799
 6.312,  0.101774
 6.313,  0.101750
 6.314,  0.101725
 6.315,  0.101700
 6.316,  0.101676
 6.317,  0.101651
 6.318,  0.101626
 6.319,  0.101602
 6.320,  0.101577
 6.321,  0.101552
 6.322,  0.101528
 6.323,  0.101503
 6.324,  0.101479
 6.325,  0.101454
 6.326,  0.101429
 6.327,  0.101405
